Date,ASII.JK,BBCA.JK,BBRI.JK,BMRI.JK,EXCL.JK,ICBP.JK,INDF.JK,KLBF.JK,TLKM.JK,UNVR.JK
2020-01-02,4415.8037109375,5540.171875,2680.16357421875,2521.126220703125,2685.77587890625,9761.5068359375,6266.50830078125,1431.4373779296875,2864.556396484375,6763.01953125
2020-01-03,4463.9755859375,5631.26611328125,2686.2412109375,2512.993896484375,2677.40869140625,9849.0546875,6305.79638671875,1449.1640625,2915.83984375,6782.7939453125
2020-01-06,4335.51611328125,5577.4375,2655.854248046875,2472.33056640625,2710.876708984375,10067.921875,6286.1533203125,1453.595703125,2901.187255859375,6703.6943359375
2020-01-07,4351.5732421875,5581.578125,2674.086181640625,2472.33056640625,2719.243408203125,10067.921875,6443.306640625,1449.1640625,2886.534912109375,6683.91943359375
2020-01-08,4351.5732421875,5531.890625,2661.931396484375,2439.800048828125,2761.077880859375,10111.6953125,6462.95068359375,1404.84716796875,2857.22998046875,6585.044921875
2020-01-09,4415.8037109375,5581.578125,2674.086181640625,2504.861083984375,2752.711181640625,10089.80859375,6482.59521484375,1418.1422119140625,2901.187255859375,6604.81982421875
2020-01-10,4383.6884765625,5569.15625,2680.16357421875,2512.993896484375,2752.711181640625,10089.80859375,6482.59521484375,1418.1422119140625,2915.83984375,6525.7197265625
2020-01-13,4447.9189453125,5585.7197265625,2740.938232421875,2512.993896484375,2769.4453125,10111.6953125,6404.017578125,1418.1422119140625,2952.470947265625,6644.36962890625
2020-01-14,4608.4931640625,5689.23583984375,2777.4033203125,2521.126220703125,2786.178466796875,10155.4697265625,6384.37353515625,1404.84716796875,2893.861083984375,6703.6943359375
2020-01-15,4624.55078125,5660.24951171875,2783.480712890625,2488.595947265625,2719.243408203125,10046.03515625,6325.44091796875,1400.415283203125,2842.57763671875,6703.6943359375
2020-01-16,4576.3779296875,5672.671875,2777.4033203125,2456.06494140625,2786.178466796875,10155.4697265625,6423.66259765625,1475.7542724609375,2820.598876953125,6664.1435546875
2020-01-17,4544.263671875,5693.37548828125,2813.867919921875,2512.993896484375,2811.27978515625,10133.5830078125,6482.59521484375,1431.4373779296875,2791.2939453125,6644.36962890625
2020-01-20,4496.09033203125,5660.24951171875,2832.10009765625,2480.462646484375,2811.27978515625,10155.4697265625,6482.59521484375,1435.868896484375,2791.2939453125,6585.044921875
2020-01-21,4512.1484375,5656.1103515625,2838.177978515625,2504.861083984375,2761.077880859375,10243.0166015625,6482.59521484375,1427.0054931640625,2849.903564453125,6585.044921875
2020-01-22,4496.09033203125,5664.39111328125,2862.487548828125,2537.3916015625,2677.40869140625,10286.7900390625,6325.44091796875,1409.2789306640625,2827.92529296875,6565.26953125
2020-01-23,4528.20556640625,5664.39111328125,2880.720458984375,2529.25927734375,2694.142578125,10243.0166015625,6404.017578125,1395.98388671875,2842.57763671875,6585.044921875
2020-01-24,4480.03369140625,5639.5478515625,2880.720458984375,2578.054931640625,2669.0419921875,10243.0166015625,6443.306640625,1364.9617919921875,2871.8828125,6466.39501953125
2020-01-27,4319.45849609375,5664.39111328125,2826.023193359375,2512.993896484375,2560.2724609375,10199.2421875,6384.37353515625,1347.23486328125,2813.2724609375,6545.49560546875
2020-01-28,4383.6884765625,5622.98388671875,2807.790283203125,2521.126220703125,2551.9052734375,10177.3564453125,6384.37353515625,1329.50830078125,2805.9462890625,6525.7197265625
2020-01-29,4383.6884765625,5618.8447265625,2807.790283203125,2537.3916015625,2518.43798828125,10243.0166015625,6227.22021484375,1351.666748046875,2857.22998046875,6525.7197265625
2020-01-30,4255.22900390625,5581.578125,2783.480712890625,2488.595947265625,2459.86962890625,10177.3564453125,6207.57568359375,1342.803466796875,2827.92529296875,6505.9453125
2020-01-31,4078.5966796875,5366.265625,2710.551025390625,2456.06494140625,2426.40185546875,9958.48828125,6148.64306640625,1267.464599609375,2783.9677734375,6288.421875
2020-02-03,4030.4248046875,5333.14013671875,2710.551025390625,2439.800048828125,2376.2001953125,9980.375,6030.77783203125,1302.9180908203125,2740.01025390625,6209.3212890625
2020-02-04,4110.7109375,5465.640625,2771.32568359375,2447.932373046875,2376.2001953125,10155.4697265625,6089.71044921875,1311.781494140625,2754.662841796875,6229.0966796875
2020-02-05,4110.7109375,5573.296875,2771.32568359375,2504.861083984375,2418.03515625,10067.921875,6089.71044921875,1316.2132568359375,2761.9892578125,6407.07080078125
2020-02-06,4174.94189453125,5581.578125,2765.248046875,2504.861083984375,2418.03515625,10067.921875,6050.42236328125,1294.0546875,2754.662841796875,6288.421875
2020-02-07,4110.7109375,5598.140625,2765.248046875,2512.993896484375,2426.40185546875,10067.921875,6168.28759765625,1302.9180908203125,2776.6416015625,6248.87109375
2020-02-10,3982.251220703125,5618.8447265625,2734.86083984375,2512.993896484375,2342.73291015625,10133.5830078125,6089.71044921875,1311.781494140625,2791.2939453125,6229.0966796875
2020-02-11,3918.021728515625,5614.70361328125,2740.938232421875,2529.25927734375,2392.93408203125,10046.03515625,6030.77783203125,1294.0546875,2776.6416015625,6209.3212890625
2020-02-12,3837.734375,5631.26611328125,2753.093505859375,2537.3916015625,2392.93408203125,9411.318359375,5500.3837890625,1249.73779296875,2798.6201171875,6011.572265625
2020-02-13,3821.677001953125,5622.98388671875,2777.4033203125,2553.65673828125,2267.430419921875,9455.0927734375,5500.3837890625,1214.2841796875,2732.684326171875,5853.3740234375
2020-02-14,3918.021728515625,5531.890625,2765.248046875,2545.524169921875,2192.128662109375,9433.2041015625,5618.24951171875,1232.0111083984375,2666.747802734375,5912.6982421875
2020-02-17,3918.021728515625,5565.01611328125,2716.628662109375,2553.65673828125,2217.229248046875,9498.865234375,5618.24951171875,1232.0111083984375,2644.769287109375,5853.3740234375
2020-02-18,3918.021728515625,5544.31298828125,2674.086181640625,2545.524169921875,2275.7978515625,9498.865234375,5578.9599609375,1236.4427490234375,2652.095458984375,5853.3740234375
2020-02-19,4014.36669921875,5544.31298828125,2722.706298828125,2586.187744140625,2309.26513671875,9630.1865234375,5539.671875,1271.8963623046875,2652.095458984375,5912.6982421875
2020-02-20,4030.4248046875,5461.49951171875,2771.32568359375,2602.453125,2242.330078125,9827.1669921875,5736.1142578125,1258.60107421875,2659.421875,6051.12255859375
2020-02-21,3982.251220703125,5478.0625,2740.938232421875,2569.92236328125,2175.394775390625,9586.4130859375,5657.537109375,1209.8525390625,2703.37890625,5932.47265625
